"cancelled","financial_status","fulfillment_status","order_id","order_name","purchase_option","sale_kind","sale_line_type","cost_tracked","customer_id","customer_type","orders","total_sales","average_order_value","discounts","gross_sales","net_sales","returns","shipping","taxes","total_tips","total_cost","gross_profit","gross_margin","units_per_transaction","customers","pending_sales","ordered_item_quantity","net_quantity","average_units_ordered"
"No","paid","fulfilled","2423266148449","#15578","One-time","order","shipping","No","3326755930209","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3095932141747","#19674","One-time","order","shipping","No","4482851995827","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2168679563361","#13392","One-time","order","shipping","No","3022716928097","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2324781760609","#14734","One-time","order","shipping","No","3063682728033","Returning","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3227859550387","#22968","One-time","order","shipping","No","4660190052531","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2461244850273","#16006","One-time","order","shipping","No","3367888257121","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3113106571443","#20602","One-time","order","shipping","No","4516567875763","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2765167591521","#18514","One-time","order","shipping","No","3679615287393","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3028601667763","#18779","One-time","order","shipping","No","4403871252659","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3102405165235","#19834","One-time","order","shipping","No","4490235936947","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3683374006451","#23406","One-time","order","shipping","No","5069448708275","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2311106756705","#14522","One-time","order","shipping","No","3062843244641","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2317027049569","#14611","One-time","order","shipping","No","3204798152801","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2371825860705","#15186","One-time","order","shipping","No","3267261333601","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3949330366643","#25440","One-time","order","shipping","No","5427284279475","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3114787569843","#20938","One-time","order","shipping","No","4519083475123","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2448268394593","#15802","One-time","order","shipping","No","3352023662689","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2734712586337","#18348","One-time","order","shipping","No","3650778202209","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2450914017377","#15843","One-time","order","shipping","No","3354759757921","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2254972256353","#13942","One-time","order","shipping","No","3051104632929","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3191312253107","#22333","One-time","order","shipping","No","4614300696755","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2311385972833","#14535","One-time","order","shipping","No","2986629398625","Returning","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2287630450785","#14245","One-time","order","shipping","No","3171222552673","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2311012221025","#14518","One-time","order","shipping","No","598002401377","Returning","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3675647475891","#23340","One-time","order","shipping","No","5066097295539","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3073105756339","#19252","One-time","order","shipping","No","4456522023091","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2139661140065","#13314","One-time","order","shipping","No","2996035158113","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3108400234675","#20059","One-time","order","shipping","No","4510252105907","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2591388762209","#17499","One-time","order","shipping","No","3509083045985","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3075509715123","#19282","One-time","order","shipping","No","4459606671539","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2648412749921","#17908","One-time","order","shipping","No","3560938831969","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2313715646561","#14567","One-time","order","shipping","No","960761987169","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2476958351457","#16257","One-time","order","shipping","No","3386312294497","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2761466282081","#18497","One-time","order","shipping","No","3676834725985","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3650321907891","#23120","One-time","order","shipping","No","5035657265331","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2693173510241","#18168","One-time","order","shipping","No","3606753804385","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3108371726515","#20057","One-time","order","shipping","No","4510220910771","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2144382091361","#13329","One-time","order","shipping","No","3000840585313","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2467607707745","#16102","One-time","order","shipping","No","3373375651937","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3960110186675","#25530","One-time","order","shipping","No","5441088323763","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3132662579379","#21558","One-time","order","shipping","No","3306703454305","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2345489563745","#14931","One-time","order","shipping","No","3237780324449","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2385514266721","#15332","One-time","order","shipping","No","3283405701217","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2464173064289","#16047","One-time","order","shipping","No","3370937450593","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3863831150771","#24768","One-time","order","shipping","No","5329103028403","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2311346651233","#14531","One-time","order","shipping","No","3098513834081","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3113923215539","#20863","One-time","order","shipping","No","4516476584115","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3098154074291","#19726","One-time","order","shipping","No","4485290721459","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3060853113011","#18990","One-time","order","shipping","No","4442143916211","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3201684865203","#22589","One-time","order","shipping","No","4625945591987","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3061236072627","#18994","One-time","order","shipping","No","4442562986163","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2512376561761","#16589","One-time","order","shipping","No","3428190748769","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3080341422259","#19383","One-time","order","shipping","No","3260232826977","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3208083079347","#22686","One-time","order","shipping","No","4634162954419","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3124269449395","#21404","One-time","order","shipping","No","4528165585075","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2187285921889","#13490","One-time","order","shipping","No","3045091573857","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2277507498081","#14130","One-time","order","shipping","No","3146567778401","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3698868191411","#23525","One-time","order","shipping","No","5105692508339","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3185596006579","#22251","One-time","order","shipping","No","4605400645811","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3126979625139","#21477","One-time","order","shipping","No","4532506919091","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2708107165793","#18255","One-time","order","shipping","No","3618546384993","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3104035569843","#19899","One-time","order","shipping","No","4492064850099","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2753226539105","#18447","One-time","order","shipping","No","3669437808737","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2418489524321","#15548","One-time","order","shipping","No","3320115626081","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3054689583283","#18887","One-time","order","shipping","No","4435716276403","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2657986773089","#17963","One-time","order","shipping","No","3572898824289","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3064607703219","#19071","One-time","order","shipping","No","4446250893491","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2714047807585","#18279","One-time","order","shipping","No","3623671562337","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2458543718497","#15962","One-time","order","shipping","No","3365171462241","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3150457012403","#21810","One-time","order","shipping","No","4558581989555","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3076858216627","#19319","One-time","order","shipping","No","4461328531635","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3646239998131","#23080","One-time","order","shipping","No","5031049134259","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2771475365985","#18559","One-time","order","shipping","No","3685182963809","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
